2

39.190172	44.8783715
40.1006527	44.6098268
85.9602957	51.9582681
82.7794145	52.4920914
83.7798362	53.3481145
84.9840343	51.9960534
85.2138852	52.5393683
81.4643059	50.9979032
84.9314703	53.7063495
82.1872476	51.1580235
81.3545173	53.7915454
83.9311249	53.4120811
81.2077729	51.5013075
78.6459674	52.9993053
78.5729898	52.9251728
128.4738742	50.9212235
127.5272186	50.2905935
129.4392897	50.1064678
127.2658079	53.7339151
129.4112149	49.7941882
128.1218995	51.361264
123.943729	53.9871004
124.7468634	55.1546401
128.121972	51.7624346
127.7006559	52.0052856
40.5170083	64.5392985
42.1032858	61.0660057
38.9636415	61.5008762
47.1002315	61.2885993
46.6331915	61.2529842
44.2531865	65.8398386
40.3359976	62.7644267
40.8208003	64.4136023
40.2061699	61.6653735
38.0805749	63.9163966
39.8182715	64.56253
46.920351	61.3318091
42.89959	62.1057423
48.0559979	46.3655808
46.1906741	48.2753078
45.7367908	48.5865618
48.0732724	46.1105429
47.8501624	46.6916597
47.2524467	47.4089187
53.9221149	55.89976
58.3111995	52.5912632
54.1111878	54.1033832
58.4099562	53.9675927
55.5582335	55.4157107
55.955309	55.0499592
55.0313419	54.2227617
54.8524875	55.4848047
56.043874	53.4546314
55.7969915	52.7565537
57.96146	54.239683
55.9283483	52.9590637
54.2483391	56.0883075
53.4656611	54.4815344
55.9245559	53.3616311
58.6663303	52.7205811
55.9315707	53.6302498
53.6949081	54.5999889
55.9578647	54.734853
59.4126559	54.3066965
54.9298314	56.2650336
38.6881776	50.6299932
36.5858236	50.5977351
38.4006203	50.6483899
38.0998765	50.2112799
35.6662957	50.4862699
37.5347608	51.2836362
37.1896543	50.8130123
37.8774026	50.7635162
37.8349849	51.2965991
36.4886619	50.7845571
36.8877988	50.4005506
34.3652716	53.2420071
34.355092	53.5958283
33.7302166	53.5341219
31.7360386	52.4265906
34.9887859	53.1297194
32.2339161	52.7529052
32.8467217	53.0600644
31.9356826	52.5371426
33.4744608	52.9154724
34.4918198	52.1484215
34.1059226	53.3738801
32.7603628	52.5851881
32.3938351	53.0171239
33.7660013	52.5791314
